sentence	spoiler	verb	page	trope	genre
Peter visibly cringes whenever his father makes an embarrassing non-sequitur.	False	True 0	Fringe	AmazinglyEmbarrassingParents	Sci-Fi Mystery Comedy Drama Short Documentary
It's eventually revealed that   they are human, or at least, they once were .	True	True 0	Fringe	AmbiguouslyHuman	Sci-Fi Mystery Comedy Drama Short Documentary
"In ""Brown Betty"", Walter tells Olivia's niece a story in the style of Film Noir - with clothes, hairstyles and interior based on the 1940s - oh, and computers, mobile phones and quantum lasers."	False	True 0	Fringe	AnachronismStew	Sci-Fi Mystery Comedy Drama Short Documentary
"In ""Amber 31422"",   Walternate mentions the likely theory that those trapped in Amber are in suspended animation."	True	True 0	Fringe	AndIMustScream	Sci-Fi Mystery Comedy Drama Short Documentary
It's later revealed that this is correct - and they are stuck thinking the last thought in their heads when the amber engulfed them.	True	True 0	Fringe	AndIMustScream	Sci-Fi Mystery Comedy Drama Short Documentary
They guy from 1x02 uses a muscle paralyser to prevent his victims from moving  while he removes their pituitary glands.	True	True 0	Fringe	AndIMustScream	Sci-Fi Mystery Comedy Drama Short Documentary
They were going to remove her organs.	True	True 0	Fringe	AndIMustScream	Sci-Fi Mystery Comedy Drama Short Documentary
While she was awake and completely conscious.	True	True 0	Fringe	AndIMustScream	Sci-Fi Mystery Comedy Drama Short Documentary
They even drew guidelines so she knew  exactly  what they were going to do.	True	True 0	Fringe	AndIMustScream	Sci-Fi Mystery Comedy Drama Short Documentary
They chose poorly .	False	True 0	Fringe	AnimalWrongsGroup	Sci-Fi Mystery Comedy Drama Short Documentary
") There was also 2x11, ""Unearthed"", which may qualify as an inversion or something; it had a scene where Walter argues with a  priest  over whether exorcisms are real or superstition."	False	True 0	Fringe	ArbitrarySkepticism	Sci-Fi Mystery Comedy Drama Short Documentary
"The two kids who   get killed by Gus  at the beginning of ""Alone In the World"" are bullies who were planning on beating up the  Woobie ."	True	True 0	Fringe	AssholeVictim	Sci-Fi Mystery Comedy Drama Short Documentary
A sort of in-universe example   when Walter takes Peter from the alternate universe after  his  Peter dies.	True	True 0	Fringe	BackupTwin	Sci-Fi Mystery Comedy Drama Short Documentary
The one security guard who takes on a  shapeshifter  in  Momentum Deferred ,  after   getting shot in the gut .	False	True 0	Fringe	BadassBystander	Sci-Fi Mystery Comedy Drama Short Documentary
"  ""The Day we Died""  And, judging from the leaked intro,   ""Letters of Transit"" ."	True	True 0	Fringe	BadFuture	Sci-Fi Mystery Comedy Drama Short Documentary
  Fauxlivia does this to Peter.	True	True 0	Fringe	BedTrick	Sci-Fi Mystery Comedy Drama Short Documentary
Walter gets  very  angry when Peter's life is put in jeopardy   as a direct result of already losing him once.	True	True 0	Fringe	BerserkButton	Sci-Fi Mystery Comedy Drama Short Documentary
Holding a knife to Peter Bishop in an attempt to   activate Olivia's Cortexiphan enhanced abilities  works  spectacularly .	True	True 0	Fringe	BerserkButton	Sci-Fi Mystery Comedy Drama Short Documentary
While Olivia, Peter, Walter, and the remaining survivors are able to get out safely, there is absolutely nothing left of the town (not even any other potential survivors) .	True	True 0	Fringe	BittersweetEnding	Sci-Fi Mystery Comedy Drama Short Documentary
"""   The Observers have taken over the world, Walter  Took a Level in Jerkass , Nina is in a wheelchair, Broyles looks like he's aged a hundred years,the team have been in amber for 20 years, William Bell might need to borrow Nina's arm if he ever gets out of the amber because Walter chopped his off, Simon sacrificed himself to save Peter, Etta grew up without her parents, it looks like Olivia is dead... but Etta is reunited with her family, Olivia and the Bishops apparently bested Jones and they have a plan to stop the Observers."	True	True 0	Fringe	BittersweetEnding	Sci-Fi Mystery Comedy Drama Short Documentary
It's not much, but it's something.	True	True 0	Fringe	BittersweetEnding	Sci-Fi Mystery Comedy Drama Short Documentary
A girl named Emily has the same ability.	False	True 0	Fringe	BlessedWithSuck	Sci-Fi Mystery Comedy Drama Short Documentary
She sees her own death in her visions.	True	True 0	Fringe	BlessedWithSuck	Sci-Fi Mystery Comedy Drama Short Documentary
The Cortexiphan subjects.	True	True 0	Fringe	BlessedWithSuck	Sci-Fi Mystery Comedy Drama Short Documentary
The first time he tried to kill himself, his sister did it first.	True	True 0	Fringe	BlessedWithSuck	Sci-Fi Mystery Comedy Drama Short Documentary
"The guy from ""Concentrate and Ask Again"" who cannot stop himself from reading other peoples minds and gets terrible headaches when he does."	True	True 0	Fringe	BlessedWithSuck	Sci-Fi Mystery Comedy Drama Short Documentary
He's basically a hermit.	True	True 0	Fringe	BlessedWithSuck	Sci-Fi Mystery Comedy Drama Short Documentary
He lets Peter chase after the Observer, but all the Observer does is use a sort of air gun to knock Peter over.	False	True 0	Fringe	BlueAndOrangeMorality	Sci-Fi Mystery Comedy Drama Short Documentary
Later, Peter takes aspirin with some milk, not realizing that Walter had mixed in a brain mapping serum into it, which in combination with the aspirin nearly poisons him, only saved because he was young and healthy and Walter was able to direct Olivia to administering a shot that saves Peter.	True	True 0	Fringe	BlueAndOrangeMorality	Sci-Fi Mystery Comedy Drama Short Documentary
And Walter thinks all of this was to   save his life by showing him the flaw in the brain mapping serum .	True	True 0	Fringe	BlueAndOrangeMorality	Sci-Fi Mystery Comedy Drama Short Documentary
However, the real reason for the Observer's actions:   to test whether Walter would be willing to sacrifice his son if need be, which it turns out he is.	True	True 0	Fringe	BlueAndOrangeMorality	Sci-Fi Mystery Comedy Drama Short Documentary
:  You know how guys cross their legs in sympathy after watching  someone take it to the nads ?	False	True 0	Fringe	BodyHorror	Sci-Fi Mystery Comedy Drama Short Documentary
That's what  the pregnancy scene  is like for women.	True	True 0	Fringe	BodyHorror	Sci-Fi Mystery Comedy Drama Short Documentary
  William Bell co-opting our Olivia's body  ought to count even if it's instigated by him, not sure which of the subtropes  fit   best   though .	True	True 0	Fringe	BodySnatcher	Sci-Fi Mystery Comedy Drama Short Documentary
She manages to find a job that she enjoys and falls in love with her partner.	False	True 0	Fringe	PromotionToParent	Sci-Fi Mystery Comedy Drama Short Documentary
She finds out that   he's a traitor and he dies in her arms.	True	True 0	Fringe	PromotionToParent	Sci-Fi Mystery Comedy Drama Short Documentary
Turns out   that John Scott isn't a traitor but death is awfully permanent these days  so no happy ending.	True	True 0	Fringe	PromotionToParent	Sci-Fi Mystery Comedy Drama Short Documentary
She falls in love with   Peter.	True	True 0	Fringe	PromotionToParent	Sci-Fi Mystery Comedy Drama Short Documentary
She goes to  another universe  to save him.	True	True 0	Fringe	PromotionToParent	Sci-Fi Mystery Comedy Drama Short Documentary
She gets left behind.	True	True 0	Fringe	PromotionToParent	Sci-Fi Mystery Comedy Drama Short Documentary
After enduring torture,  Mind Rape  and the prospect of a gruesome death, she barely manages to get back home.	True	True 0	Fringe	PromotionToParent	Sci-Fi Mystery Comedy Drama Short Documentary
"She spends the beginning of ""Marionette"" with the most  adorable  smile on her face."	True	True 0	Fringe	PromotionToParent	Sci-Fi Mystery Comedy Drama Short Documentary
And then she finds about   Peter and Fauxlivia.	True	True 0	Fringe	PromotionToParent	Sci-Fi Mystery Comedy Drama Short Documentary
The smile is gone.	True	True 0	Fringe	PromotionToParent	Sci-Fi Mystery Comedy Drama Short Documentary
She's been    Strapped to an Operating Table  how many times?	True	True 0	Fringe	PromotionToParent	Sci-Fi Mystery Comedy Drama Short Documentary
Plus she   went through a car windshield and was temporarily declared brain-dead.	True	True 0	Fringe	PromotionToParent	Sci-Fi Mystery Comedy Drama Short Documentary
And then there are the   seizures she's had while in the lab.	True	True 0	Fringe	PromotionToParent	Sci-Fi Mystery Comedy Drama Short Documentary
Oh... and her friend ended up   being killed and replaced by a shape shifter who eventually tried to kill her.	True	True 0	Fringe	PromotionToParent	Sci-Fi Mystery Comedy Drama Short Documentary
It's like watching someone dangle a bone in front of a puppy and then kick it for good measure.	True	True 0	Fringe	PromotionToParent	Sci-Fi Mystery Comedy Drama Short Documentary
Then you learn that he  asked  for it, at least partly, because he was afraid of what he was becoming.	True	True 0	Fringe	BreakTheHaughty	Sci-Fi Mystery Comedy Drama Short Documentary
Given what Walternate is like, this can only be a good thing.	True	True 0	Fringe	BreakTheHaughty	Sci-Fi Mystery Comedy Drama Short Documentary
"Pretty much the entire cast in ""Brown Betty"" puts on a noir-ish New York accent to keep with the theme of the episode."	False	True 0	Fringe	BriefAccentImitation	Sci-Fi Mystery Comedy Drama Short Documentary
  The Observers  can do this pretty much whenever the hell they want to.	True	True 0	Fringe	BulletCatch	Sci-Fi Mystery Comedy Drama Short Documentary
When he returns to speak with a friend there, the friend is eating said pudding.	False	True 0	Fringe	CallBack	Sci-Fi Mystery Comedy Drama Short Documentary
"In ""Marionette"" the  Villain of the Week  cryptically says   ""I looked into her eyes, and it  wasn't her ."	True	True 0	Fringe	CameBackWrong	Sci-Fi Mystery Comedy Drama Short Documentary
This is presumably because the girl that he revived appeared to be completely brain-dead.	True	True 0	Fringe	CameBackWrong	Sci-Fi Mystery Comedy Drama Short Documentary
At the end of the episode, he  demonstrates the new model .	True	True 0	Fringe	ChekhovsGun	Sci-Fi Mystery Comedy Drama Short Documentary
It's later revealed that   much of Walter's crazy was caused by William Bell  excising giant chunks of his brain  to keep Walter from ever knowing certain things.	True	True 0	Fringe	CloudCuckooLander	Sci-Fi Mystery Comedy Drama Short Documentary
More often than not, Walter is right.	False	True 0	Fringe	TheCuckoolanderWasRight	Sci-Fi Mystery Comedy Drama Short Documentary
""" Dressed in a hospital gown, she jumps into a cab and rants and raves to the driver about secret government conspiracies, doubles, kidnappings, and 'experiments'."	False	True 0	Fringe	ConspiracyTheorist	Sci-Fi Mystery Comedy Drama Short Documentary
In the fourth season, Olivia tracks down a Cortexiphan test subject, and we get a shot of his wardrobe, filled with black, white, and grey outfits.	False	True 0	Fringe	ContinuityNod	Sci-Fi Mystery Comedy Drama Short Documentary
And the government is implied to be more authoritarian even without the involvement of   Walternate .	True	True 0	Fringe	CrapsackWorld	Sci-Fi Mystery Comedy Drama Short Documentary
Her voice goes right into my inner ear and rattled around like razor blades.	False	True 0	Fringe	CurseCutShort	Sci-Fi Mystery Comedy Drama Short Documentary
Walter I did not say that!	False	True 0	Fringe	CurseCutShort	Sci-Fi Mystery Comedy Drama Short Documentary
Most of what happens in our universe is more correctly Biopunk than Cyberpunk, although they are closely related.	False	True 0	Fringe	Cyberpunk	Sci-Fi Mystery Comedy Drama Short Documentary
Look at the drawing of the machine to cross universes powered by Peter... Its right out of Deus Ex for gods sake.	True	True 0	Fringe	Cyberpunk	Sci-Fi Mystery Comedy Drama Short Documentary
The setting and mood of    Letters of Transit  is  very  Cyberpunk, even if it doesn't follow the usual Cyberpunk tropes.	True	True 0	Fringe	Cyberpunk	Sci-Fi Mystery Comedy Drama Short Documentary
